match_id,date,game_mode,queue_id,duration_sec,champion,team_position,win,kills,deaths,assists,kda,level,gold,damage,damage_taken,healing,vision_score,cs,summoner1Id,summoner2Id,items,perk_primary_style,perk_secondary_style
KR_7775213491,2025-08-22 16:08:53,CHERRY,1700,1394,Fizz,,True,10,5,3,2.6,17,13018,29059,36739,16912,0,0,2201,2202,"[447104, 223158, 447113, 224646, 444637, 224645, 3348]",0,0
KR_7773625998,2025-08-21 16:12:55,CLASSIC,420,1797,Azir,MIDDLE,True,5,5,9,2.8,17,13808,26335,26205,3076,34,271,12,4,"[2055, 3115, 2421, 3175, 3165, 3116, 3363]",8000,8400
KR_7773596438,2025-08-21 15:46:45,CHERRY,1700,1602,Riven,,False,6,7,1,1.0,14,9250,34574,39002,15150,0,0,2201,2202,"[223177, 226610, 443064, 223071, 447111, 226333, 3348]",0,0
KR_7773556734,2025-08-21 15:21:52,CHERRY,1700,1421,LeeSin,,True,9,6,4,2.17,17,11000,56986,42587,5775,0,0,2201,2202,"[226694, 223111, 446691, 226701, 226696, 226695, 3348]",0,0
KR_7773499923,2025-08-21 14:49:58,CHERRY,1700,1477,Sylas,,True,12,4,7,4.75,18,23783,58308,77075,34049,0,0,2201,2202,"[444637, 447104, 443056, 223089, 224633, 4015, 3348]",0,0
KR_7772743964,2025-08-21 06:45:33,CHERRY,1700,1345,Yasuo,,True,12,2,12,12.0,18,21700,67641,67209,27960,0,4,2201,2202,"[223036, 223006, 223139, 226673, 443054, 223031, 3348]",0,0
KR_7772272701,2025-08-20 17:24:11,CLASSIC,420,1468,Corki,MIDDLE,False,3,10,6,0.9,14,10267,19949,26278,2835,15,190,12,4,"[3042, 3078, 0, 3111, 1055, 3086, 3363]",8000,8300
KR_7772228911,2025-08-20 16:39:27,CLASSIC,420,1547,Ambessa,MIDDLE,True,7,2,8,7.5,15,11947,24075,21143,5651,34,199,12,4,"[3071, 6692, 2021, 1037, 1054, 3173, 3364]",8100,8400
KR_7772174912,2025-08-20 15:56:20,CLASSIC,420,1894,Sylas,MIDDLE,False,3,3,4,2.33,18,13492,25600,31906,10354,33,318,12,4,"[3152, 4633, 3157, 0, 1058, 3171, 3364]",8000,8400
KR_7772134029,2025-08-20 15:20:54,CHERRY,1700,1521,Varus,,True,7,7,10,2.43,18,21411,50534,44556,17921,0,0,2201,2202,"[224403, 223156, 224401, 223124, 223153, 223302, 3348]",0,0
KR_7772085755,2025-08-20 14:56:56,CHERRY,1700,1773,Rengar,,False,5,7,5,1.43,17,14103,25392,29088,6050,0,0,2201,2202,"[443060, 223111, 2049, 0, 0, 0, 3348]",0,0
KR_7772047915,2025-08-20 14:37:09,CHERRY,1700,1652,Milio,,False,1,7,2,0.43,13,7000,11471,16736,4662,0,0,2201,2202,"[223158, 2049, 447108, 224646, 226655, 223089, 3348]",0,0
KR_7770858728,2025-08-19 17:58:26,CHERRY,1700,1466,FiddleSticks,,False,6,6,2,1.33,15,9550,23796,32459,11489,6,1,2201,2202,"[443064, 223135, 228002, 223020, 2050, 0, 3330]",0,0
KR_7770816906,2025-08-19 17:10:13,CLASSIC,420,1621,Yone,MIDDLE,False,2,4,3,1.25,15,11019,22869,30852,9821,19,226,12,4,"[3153, 3006, 6670, 6673, 1054, 1028, 3364]",8000,8400
KR_7770759050,2025-08-19 16:12:16,CLASSIC,420,2078,Ambessa,MIDDLE,True,7,7,16,3.29,18,15865,33571,40525,14209,32,260,12,4,"[6692, 3047, 0, 3071, 3161, 6333, 3364]",8400,8000
KR_7770693785,2025-08-19 15:31:15,CLASSIC,420,1567,Ambessa,MIDDLE,False,2,5,8,2.0,13,8784,14441,24845,4385,21,168,12,4,"[3071, 6692, 1028, 1001, 1054, 1028, 3340]",8000,8400
KR_7770608442,2025-08-19 14:41:46,CLASSIC,420,2229,Yasuo,MIDDLE,True,6,7,6,1.71,18,15064,22830,38169,13307,31,263,12,4,"[3031, 3153, 3140, 1057, 6673, 3172, 3364]",8000,8400
KR_7769808347,2025-08-19 06:19:09,CHERRY,1700,1413,Irelia,,True,14,3,9,7.67,18,25450,40425,36696,18673,0,0,2201,2202,"[447114, 447112, 447116, 443059, 447103, 223153, 3348]",0,0
KR_7769387063,2025-08-18 17:54:34,CLASSIC,420,1549,Zed,JUNGLE,False,3,4,7,2.5,13,8938,14901,26514,11949,36,140,11,4,"[3071, 6692, 0, 1028, 3158, 0, 3364]",8000,8300
KR_7769355024,2025-08-18 17:13:39,CLASSIC,420,911,Akshan,MIDDLE,False,0,6,1,0.17,9,4168,8496,12805,1958,9,97,12,4,"[2031, 1053, 1037, 1001, 1055, 1043, 3340]",8000,8400
KR_7769309611,2025-08-18 16:34:26,CLASSIC,420,1864,Qiyana,JUNGLE,False,9,6,10,3.17,16,13264,27044,38169,16217,38,189,11,4,"[3134, 6694, 3142, 6701, 3158, 2021, 3364]",8100,8300
KR_7769254689,2025-08-18 15:51:35,CLASSIC,420,2221,Akali,MIDDLE,False,7,7,4,1.57,18,15920,22294,38037,6487,25,305,12,4,"[3152, 2055, 3157, 4645, 3135, 3020, 3364]",8000,8400
KR_7769196486,2025-08-18 15:12:27,CLASSIC,420,1404,TwistedFate,MIDDLE,True,13,2,8,10.5,18,18251,29450,17523,5357,17,229,12,4,"[6657, 3171, 3157, 3100, 3137, 3094, 3363]",8300,8200
KR_7768846568,2025-08-18 12:25:24,CLASSIC,420,2940,Zed,JUNGLE,False,9,13,15,1.85,18,19627,45140,84391,28753,43,299,11,4,"[3071, 6333, 2501, 3053, 3158, 3161, 3364]",8000,8300
KR_7768756827,2025-08-18 11:40:15,CLASSIC,420,1308,Zed,JUNGLE,True,12,1,7,19.0,14,11455,22289,19124,12431,20,165,11,4,"[3161, 6692, 3171, 3071, 1036, 1036, 3364]",8000,8300
KR_7768667208,2025-08-18 10:43:33,CHERRY,1700,1377,Volibear,,True,3,8,12,1.88,18,17255,31185,39992,11533,0,0,2201,2202,"[443063, 2050, 0, 0, 0, 0, 3348]",0,0
KR_7761913584,2025-08-14 17:13:45,CLASSIC,420,937,Galio,MIDDLE,True,0,1,6,6.0,11,5837,5525,9701,1222,16,132,12,4,"[2031, 3111, 1028, 2022, 1056, 3211, 3340]",8200,8400
KR_7761837683,2025-08-14 16:27:47,CLASSIC,420,1598,Taliyah,MIDDLE,True,10,6,9,3.17,16,12998,27913,16646,1212,12,198,12,4,"[1026, 3040, 3157, 1082, 4630, 3175, 3363]",8200,8000
KR_7761630871,2025-08-14 14:52:31,CLASSIC,420,1784,Azir,MIDDLE,False,6,7,9,2.14,16,12755,31909,27930,3238,30,225,12,4,"[3115, 3173, 3157, 3116, 1056, 1082, 3363]",8000,8300
KR_7761347007,2025-08-14 12:51:56,CHERRY,1700,1567,Hwei,,True,9,6,4,2.17,17,10835,41875,20879,3646,0,1,2201,2202,"[226655, 223020, 447108, 4010, 224629, 223089, 3348]",0,0
KR_7760768399,2025-08-14 06:45:34,CHERRY,1700,1431,Ahri,,True,16,6,6,3.67,18,21250,77954,39217,15914,0,0,2201,2202,"[446656, 223089, 223157, 224645, 223135, 3430, 3348]",0,0
KR_7760137114,2025-08-13 16:20:27,CLASSIC,420,1699,Diana,MIDDLE,True,5,6,11,2.67,17,12709,28521,21737,2105,25,219,12,4,"[3152, 4633, 3157, 3020, 1052, 1082, 3340]",8200,8400
KR_7760088661,2025-08-13 15:48:38,CHERRY,1700,1482,Pyke,,True,6,6,10,2.67,17,14705,52503,30224,10516,0,0,2201,2202,"[226693, 226694, 223005, 4017, 223814, 226701, 3348]",0,0
KR_7760034705,2025-08-13 15:15:40,CHERRY,1700,1568,Kennen,,True,9,9,6,1.67,18,21750,64713,50465,26431,0,4,2201,2202,"[223146, 223137, 447121, 223124, 223115, 223089, 3348]",0,0
KR_7758657832,2025-08-12 18:42:18,CLASSIC,420,2032,Galio,MIDDLE,False,5,5,10,3.0,17,13445,24063,34872,7601,34,265,12,4,"[3152, 4633, 2420, 3175, 1056, 4645, 3364]",8200,8400
KR_7758633074,2025-08-12 17:55:49,CLASSIC,420,1833,Galio,MIDDLE,True,3,4,12,3.75,17,12615,29225,29535,3699,29,248,12,4,"[1058, 1082, 2420, 3158, 6664, 4633, 3364]",8200,8400
KR_7758558648,2025-08-12 16:47:28,CLASSIC,420,1267,Orianna,MIDDLE,True,4,1,8,12.0,14,9301,20969,13182,2700,16,190,12,4,"[6655, 3171, 2055, 8010, 1056, 1082, 3363]",8200,8000
KR_7758453111,2025-08-12 15:33:42,CLASSIC,420,1635,Annie,MIDDLE,True,4,5,12,3.2,16,11218,27681,16862,1933,24,186,12,4,"[8010, 3118, 1026, 1082, 1011, 3158, 3363]",8200,8400
KR_7758370618,2025-08-12 14:50:35,CHERRY,1700,1647,Khazix,,False,8,6,1,1.5,16,11871,35094,33336,11644,0,0,2201,2202,"[223161, 223156, 447101, 223071, 447111, 223026, 3348]",0,0
KR_7758319735,2025-08-12 14:28:21,CHERRY,1700,1438,Lux,,True,4,5,5,1.8,16,10300,42780,23335,6098,0,1,2201,2202,"[4016, 223020, 447105, 224628, 3430, 226616, 3348]",0,0
KR_7758024414,2025-08-12 12:20:08,CLASSIC,420,949,Ambessa,MIDDLE,True,1,0,3,4.0,11,5787,8118,10953,3042,13,127,12,4,"[2031, 6692, 2055, 1028, 1054, 1001, 3340]",8000,8400
KR_7757913084,2025-08-12 11:23:53,CLASSIC,420,1422,Akali,MIDDLE,True,12,0,10,22.0,16,13625,24751,23658,7738,11,207,12,4,"[3152, 4630, 3157, 3100, 1026, 3111, 3364]",8000,8400
KR_7756981029,2025-08-11 17:51:22,CHERRY,1700,1686,Kassadin,,False,0,6,0,0.0,12,5750,6314,14065,1459,0,0,2201,2202,"[447104, 0, 0, 0, 0, 0, 3348]",0,0
KR_7756905702,2025-08-11 16:47:31,CLASSIC,420,2065,Kennen,TOP,False,6,7,5,1.57,17,13986,26162,29986,4748,44,244,12,4,"[3152, 4645, 2055, 3135, 1058, 3020, 3364]",8100,8200
KR_7756849992,2025-08-11 16:07:43,CLASSIC,420,1929,Azir,MIDDLE,True,11,5,9,4.0,18,17342,44601,18866,2041,29,281,12,4,"[1058, 3175, 3157, 6653, 3135, 3115, 3363]",8000,8200
KR_7756813199,2025-08-11 15:39:29,CHERRY,1700,1211,Kayn,,True,8,6,2,1.67,17,10260,30442,59418,11963,0,0,2201,2202,"[223111, 223161, 447115, 226692, 223053, 223071, 3348]",0,0
KR_7756769875,2025-08-11 15:17:52,CHERRY,1700,1465,Mordekaiser,,False,3,13,1,0.31,14,8250,23333,32709,3330,0,0,2201,2202,"[223020, 2050, 447110, 223102, 224633, 4010, 3348]",0,0
KR_7756708881,2025-08-11 14:48:58,CLASSIC,420,1394,TwistedFate,MIDDLE,True,8,3,10,6.0,16,13418,22893,20031,6115,11,209,12,4,"[3100, 6657, 2421, 3094, 1056, 3171, 3363]",8300,8400
KR_7756404388,2025-08-11 12:35:09,CHERRY,1700,1641,LeeSin,,True,4,4,7,2.75,16,11025,27704,39432,20458,0,1,2201,2202,"[223161, 447112, 226610, 223071, 223053, 223158, 3348]",0,0
KR_7755234865,2025-08-10 16:48:36,CLASSIC,420,1742,Taliyah,MIDDLE,True,7,6,17,4.0,17,13891,31072,25203,4410,19,224,12,4,"[0, 3171, 3157, 3041, 3040, 8010, 3363]",8200,8400
KR_7755183143,2025-08-10 16:07:26,CLASSIC,420,1906,Ambessa,MIDDLE,True,15,3,6,7.0,18,20209,45874,34660,13361,26,243,12,4,"[6692, 3071, 6333, 3026, 3111, 3161, 3340]",8000,8400
KR_7755103975,2025-08-10 15:26:19,CLASSIC,420,998,Ryze,MIDDLE,True,9,2,4,6.5,12,8267,14000,12918,3201,18,146,12,4,"[3040, 3171, 6657, 1052, 1056, 0, 3363]",8200,8400
KR_7755034842,2025-08-10 14:50:52,CLASSIC,420,1459,Vi,JUNGLE,False,1,11,5,0.55,12,7634,9786,29706,7578,23,129,11,4,"[6610, 3078, 0, 2422, 0, 0, 3364]",8000,8300
KR_7754697599,2025-08-10 12:32:31,CHERRY,1700,1574,Alistar,,False,6,5,6,2.4,18,17507,39571,52643,13645,0,0,2201,2202,"[444637, 447109, 228001, 222504, 4010, 443056, 3348]",0,0
KR_7753951875,2025-08-10 06:40:20,CHERRY,1700,1294,Smolder,,False,0,6,1,0.17,12,6020,7297,16545,1284,0,2,2201,2202,"[447122, 0, 0, 0, 0, 0, 3348]",0,0
KR_7753884972,2025-08-10 06:08:45,CLASSIC,420,1446,Diana,MIDDLE,True,4,4,6,2.5,15,10970,18264,18920,1882,21,213,12,4,"[3152, 1058, 2421, 1082, 1001, 3100, 3364]",8200,8400
KR_7751167276,2025-08-08 17:51:23,CLASSIC,420,1310,MonkeyKing,JUNGLE,False,5,7,2,1.0,10,7694,15331,28009,8509,24,102,11,4,"[1102, 3078, 2055, 6610, 1001, 0, 3364]",8200,8400
KR_7751106598,2025-08-08 17:08:48,CLASSIC,420,1624,Galio,MIDDLE,False,0,7,8,1.14,14,9326,16639,29100,2561,25,206,12,4,"[3152, 1082, 0, 4633, 1056, 3111, 3364]",8200,8400
KR_7750967746,2025-08-08 15:53:07,CLASSIC,420,1852,Diana,MIDDLE,False,10,4,4,3.5,18,16932,27550,20761,3252,29,271,12,4,"[3152, 3100, 3157, 3111, 3089, 4630, 3364]",8200,8400
KR_7750883936,2025-08-08 15:17:32,CLASSIC,420,958,Diana,MIDDLE,True,3,2,1,2.0,11,6558,12245,8298,772,11,144,12,4,"[3152, 2055, 2420, 1082, 1056, 3020, 3364]",8200,8400
KR_7750493529,2025-08-08 12:36:52,CHERRY,1700,1519,XinZhao,,True,11,4,10,5.25,18,25291,48200,60999,41270,0,1,2201,2202,"[443054, 223111, 223156, 223124, 0, 0, 3348]",0,0
KR_7748270093,2025-08-07 06:39:51,CHERRY,1700,1550,Ambessa,,False,6,6,7,2.17,16,10918,44588,31866,15460,0,1,2201,2202,"[447111, 223111, 447112, 226692, 446691, 223053, 3348]",0,0
KR_7747667568,2025-08-06 16:54:43,CLASSIC,420,1576,Trundle,JUNGLE,False,4,5,8,2.4,13,9988,14075,42909,23098,26,160,11,4,"[3078, 3065, 0, 1031, 3111, 1028, 3364]",8000,8300
KR_7747621306,2025-08-06 16:19:19,CLASSIC,420,1335,Trundle,JUNGLE,False,1,8,9,1.25,11,6796,10046,29960,12171,27,94,11,4,"[3078, 2422, 1031, 1028, 1102, 3066, 3364]",8000,8300
KR_7747547817,2025-08-06 15:36:12,CLASSIC,420,1548,Annie,MIDDLE,True,4,2,11,7.5,16,10348,23628,12950,2137,27,215,12,4,"[8010, 3118, 3020, 3147, 3108, 1082, 3364]",8200,8000
KR_7747428964,2025-08-06 14:39:15,CLASSIC,420,1514,Sylas,MIDDLE,True,7,4,12,4.75,16,13159,26908,24869,7064,23,248,12,4,"[3152, 4629, 2421, 1082, 1056, 3171, 3364]",8000,8400
KR_7747215040,2025-08-06 13:07:40,CLASSIC,420,1065,Annie,MIDDLE,True,3,1,6,9.0,12,7537,16243,7883,962,10,150,12,4,"[3147, 3118, 3108, 1082, 1056, 3158, 3364]",8200,8400
KR_7745939077,2025-08-05 17:01:31,CLASSIC,420,1350,Sylas,MIDDLE,True,10,2,7,8.5,15,11232,22733,27186,13318,24,175,12,4,"[3152, 3147, 3171, 3108, 1056, 3041, 3340]",8000,8400
KR_7745874558,2025-08-05 16:19:14,CLASSIC,420,1606,Yone,MIDDLE,False,2,5,8,2.0,15,10274,16622,27755,8944,19,243,12,4,"[3153, 6673, 0, 3006, 3123, 1036, 3364]",8000,8400
KR_7745796082,2025-08-05 15:31:58,CLASSIC,420,1738,Yone,MIDDLE,False,3,10,4,0.7,14,10915,27422,36586,8233,26,216,12,4,"[3153, 3006, 1036, 6673, 1018, 3123, 3364]",8000,8400
KR_7745715235,2025-08-05 14:52:37,CLASSIC,420,1662,Galio,MIDDLE,True,1,5,16,3.4,16,10537,19517,27518,2406,15,179,12,4,"[4633, 3173, 2055, 6664, 1056, 1082, 3364]",8400,8200
KR_7745377154,2025-08-05 12:33:05,CHERRY,1700,1282,Elise,,False,3,6,1,0.67,14,8267,17345,20309,3713,0,0,2201,2202,"[447104, 223020, 223157, 226653, 221058, 223135, 3348]",0,0
KR_7744815327,2025-08-05 07:01:34,CHERRY,1700,1379,Xayah,,False,7,4,8,3.75,16,13323,44861,39655,20655,0,2,2201,2202,"[446671, 223036, 223139, 223156, 223508, 223153, 3348]",0,0
KR_7744168266,2025-08-04 16:53:49,CHERRY,1700,1694,Khazix,,False,5,5,1,1.2,13,7004,16741,18402,3921,0,0,2201,2202,"[223185, 223111, 224004, 446691, 223156, 0, 3348]",0,0
KR_7744097941,2025-08-04 16:10:25,CLASSIC,420,1568,Taliyah,MIDDLE,False,6,5,4,2.0,14,10284,26947,14443,1489,27,191,12,4,"[3158, 3040, 0, 1058, 1056, 3135, 3363]",8200,8000
KR_7744020597,2025-08-04 15:25:16,CLASSIC,420,1757,TwistedFate,MIDDLE,True,13,2,7,10.0,18,18855,31713,22901,7672,22,252,12,4,"[3100, 3020, 3157, 3094, 3135, 3089, 3363]",8300,8400
KR_7743920245,2025-08-04 14:35:02,CHERRY,1700,1369,Alistar,,True,5,8,15,2.5,18,20288,41951,70948,21148,0,0,2201,2202,"[226665, 443061, 223157, 223068, 223039, 447109, 3348]",0,0
KR_7740048787,2025-08-02 15:46:23,CHERRY,1700,1467,Vayne,,False,5,7,5,1.43,15,13510,23235,26794,5536,0,0,2201,2202,"[226672, 223153, 443090, 223036, 443081, 223026, 3348]",0,0
KR_7739287085,2025-08-02 10:19:28,CHERRY,1700,1313,Nautilus,,False,6,5,8,2.8,16,11500,27152,30721,3399,0,0,2201,2202,"[223110, 4010, 447110, 4016, 223115, 224633, 3348]",0,0
KR_7739222770,2025-08-02 09:48:26,CHERRY,1700,1573,AurelionSol,,True,9,6,5,2.33,18,24801,28011,36946,16789,0,0,2201,2202,"[223116, 223135, 447101, 447112, 444644, 223089, 3348]",0,0
KR_7737838205,2025-08-01 14:57:59,CLASSIC,420,1418,Annie,MIDDLE,False,1,3,2,1.0,14,8445,20398,14251,2743,17,206,12,4,"[3118, 3158, 2055, 1082, 1056, 8010, 3363]",8200,8000
KR_7737528537,2025-08-01 12:59:40,CLASSIC,420,1507,Annie,MIDDLE,False,2,8,3,0.62,14,8817,21434,17540,1509,19,177,12,4,"[8010, 3158, 0, 3118, 1056, 1082, 3363]",8100,8200
KR_7736870648,2025-08-01 06:52:21,CHERRY,1700,1820,XinZhao,,True,12,6,4,2.67,18,20290,94592,130537,106157,0,3,2201,2202,"[447114, 226665, 447103, 224633, 447111, 447110, 3348]",0,0
KR_7736821282,2025-08-01 06:19:05,CHERRY,1700,1438,Graves,,True,7,8,6,1.62,18,15268,54350,40998,13270,0,0,2201,2202,"[443064, 223072, 223139, 223031, 223036, 226673, 3348]",0,0
KR_7736263579,2025-07-31 18:06:38,CLASSIC,420,967,Sivir,BOTTOM,False,0,4,0,0.0,10,5404,7623,9248,1369,12,142,6,4,"[3032, 3006, 1018, 0, 1055, 0, 3340]",8000,8300
KR_7736226069,2025-07-31 17:26:37,CLASSIC,420,1573,Trundle,JUNGLE,False,3,6,7,1.67,12,8370,11241,32469,15730,27,112,11,4,"[3078, 3111, 0, 3065, 0, 0, 3513]",8000,8300
KR_7735685374,2025-07-31 12:58:29,CHERRY,1700,1399,Leona,,False,2,6,8,1.67,15,11500,16622,29852,7340,0,0,2201,2202,"[228001, 223121, 447122, 226665, 222502, 223068, 3348]",0,0
KR_7735610191,2025-07-31 12:26:35,CHERRY,1700,1509,Ashe,,True,15,15,7,1.47,18,20421,98553,47683,16545,7,1,2201,2202,"[223031, 223033, 447120, 223032, 223094, 223072, 3348]",0,0
KR_7733355998,2025-07-30 06:29:30,CHERRY,1700,1405,Zeri,,False,10,5,1,2.2,16,12800,44032,30544,9908,0,0,2201,2202,"[223072, 226673, 443069, 223031, 223036, 223026, 3348]",0,0
KR_7732888497,2025-07-29 15:55:18,CHERRY,1700,1453,Braum,,True,15,5,8,4.6,18,24820,58434,69934,11117,0,3,2201,2202,"[224403, 223068, 228001, 224401, 443054, 226665, 3348]",0,0
KR_7732832587,2025-07-29 15:16:16,CLASSIC,420,2045,Azir,MIDDLE,False,4,7,10,2.0,18,14548,27742,29760,3780,38,305,12,4,"[2055, 3115, 3157, 4645, 3020, 3116, 3363]",8000,8400
KR_7732603639,2025-07-29 13:00:57,CLASSIC,420,1806,Vi,JUNGLE,False,5,6,8,2.17,15,11624,12821,37273,14642,25,178,11,4,"[3071, 6610, 6333, 0, 3047, 0, 3364]",8000,8300
KR_7732513761,2025-07-29 12:07:14,CLASSIC,420,1452,Azir,MIDDLE,True,6,2,10,8.0,16,12696,27869,16435,2830,17,229,12,4,"[0, 3115, 3157, 6653, 1056, 3020, 3363]",8000,8300
KR_7732473216,2025-07-29 11:34:15,CHERRY,1700,1575,Braum,,False,1,7,3,0.57,15,9265,12647,45809,12717,0,0,2201,2202,"[223111, 223190, 447122, 223109, 223110, 228020, 3348]",0,0
KR_7732438091,2025-07-29 11:06:50,CHERRY,1700,1420,Darius,,True,6,7,10,2.29,18,15000,46506,51275,19045,0,0,2201,2202,"[446671, 223039, 226333, 226609, 447107, 447111, 3348]",0,0
KR_7732407778,2025-07-29 10:45:31,CHERRY,1700,1532,Sejuani,,False,6,6,2,1.33,14,10528,41199,33597,5074,0,1,2201,2202,"[228001, 223068, 447122, 2050, 447110, 222504, 3348]",0,0
KR_7731755241,2025-07-28 16:24:04,CLASSIC,420,932,Yone,MIDDLE,True,3,0,1,4.0,12,6750,6972,9919,4053,17,158,12,4,"[3153, 3006, 0, 1036, 1054, 0, 3340]",8000,8400
KR_7731666958,2025-07-28 15:12:45,CHERRY,1700,1684,Seraphine,,True,10,10,6,1.6,18,17501,38089,36313,17783,0,0,2201,2202,"[223137, 223003, 447108, 223089, 223100, 223102, 3348]",0,0
KR_7726056846,2025-07-24 10:47:03,CHERRY,1700,1433,Blitzcrank,,False,6,7,3,1.29,15,11250,24078,24295,3481,0,0,2201,2202,"[223137, 223158, 447109, 223089, 3430, 224645, 3348]",0,0
KR_7726019664,2025-07-24 10:09:47,CHERRY,1700,1629,Renata,,True,16,9,11,3.0,18,26965,105369,94319,41264,0,1,2201,2202,"[223124, 223302, 443090, 223153, 4011, 223085, 3348]",0,0
KR_7725990680,2025-07-24 09:40:10,CHERRY,1700,1489,KSante,,True,7,4,9,4.0,18,15512,53929,58308,14548,0,0,2201,2202,"[226665, 446667, 443058, 223084, 226662, 223068, 3348]",0,0
KR_7725962897,2025-07-24 09:13:58,CHERRY,1700,1350,Illaoi,,False,2,8,5,0.88,14,7094,17030,31837,7120,0,2,2201,2202,"[223039, 223047, 447110, 447111, 223053, 0, 3348]",0,0
KR_7693461443,2025-06-27 00:57:41,CHERRY,1700,1405,LeeSin,,True,11,6,5,2.67,17,11025,38914,58853,24345,0,1,2201,2202,"[447111, 223047, 446632, 226692, 223161, 223071, 3348]",0,0
KR_7692882864,2025-06-26 11:15:02,CHERRY,1700,1509,Azir,,True,11,5,8,3.8,18,21493,56938,42977,31971,0,0,2201,2202,"[444644, 443062, 4016, 223089, 223115, 223135, 3348]",0,0
KR_7692849101,2025-06-26 10:31:16,CHERRY,1700,1570,Twitch,,True,16,14,10,1.86,18,31510,78622,54804,7408,0,0,2202,2201,"[224403, 222504, 447123, 223302, 223124, 443090, 3348]",0,0
KR_7692374323,2025-06-25 18:07:55,CHERRY,1700,1356,Vex,,False,10,7,2,1.71,15,11006,40562,25337,3805,0,0,2201,2202,"[223020, 447113, 444644, 223135, 223089, 223102, 3348]",0,0
KR_7692323893,2025-06-25 16:55:51,CLASSIC,420,1307,Aurora,MIDDLE,True,4,1,3,7.0,15,10277,18374,13672,4744,15,189,12,4,"[4645, 4646, 0, 3020, 1056, 1082, 3363]",8100,8200
KR_7692285452,2025-06-25 16:04:23,CLASSIC,420,1851,Taliyah,MIDDLE,True,8,5,16,4.8,18,15633,36403,25740,3495,17,236,12,4,"[1082, 3171, 3157, 3040, 3135, 3102, 3364]",8200,8000
KR_7692227012,2025-06-25 15:06:33,CHERRY,1700,1592,Katarina,,True,11,6,3,2.33,18,20000,46579,44274,6522,0,0,2201,2202,"[223089, 223115, 447113, 224645, 224633, 223135, 3348]",0,0
KR_7692191683,2025-06-25 14:40:32,CHERRY,1700,1384,Veigar,,False,6,9,1,0.78,17,12500,26492,25484,5851,0,0,2201,2202,"[223135, 223158, 447104, 223089, 226657, 224645, 3348]",0,0
KR_7679934628,2025-06-14 16:44:07,CLASSIC,420,2060,LeeSin,JUNGLE,True,13,4,18,7.75,18,16636,35500,50669,32703,53,208,11,4,"[6692, 6610, 3053, 0, 6333, 3111, 3340]",8000,8300
KR_7678550579,2025-06-13 17:13:05,CLASSIC,420,967,Taliyah,MIDDLE,True,4,0,3,7.0,11,6511,13349,5686,614,10,140,12,4,"[3040, 3158, 2055, 1052, 1056, 4630, 3363]",8200,8000
KR_7678490897,2025-06-13 16:28:47,CLASSIC,420,1710,Ryze,MIDDLE,False,7,4,7,3.5,17,14095,24031,26099,5545,29,259,12,4,"[6657, 3040, 1058, 3135, 1056, 3158, 3340]",8200,8400
KR_7678436991,2025-06-13 15:55:57,CLASSIC,420,1392,Galio,MIDDLE,False,1,3,3,1.33,13,7918,11757,16188,2697,24,190,12,4,"[6664, 3111, 3147, 1082, 1056, 3108, 3340]",8200,8400
KR_7676305418,2025-06-11 16:55:10,CLASSIC,420,2287,Taliyah,MIDDLE,True,9,8,17,3.25,18,19518,53405,30450,4930,36,294,12,4,"[3171, 3040, 3089, 3135, 3102, 6653, 3363]",8200,8000
KR_7676281036,2025-06-11 16:18:39,CLASSIC,420,1328,Taliyah,MIDDLE,False,8,6,0,1.33,14,12555,28217,19221,2234,18,183,12,4,"[3040, 3165, 3089, 3158, 4630, 1082, 3363]",8200,8000
KR_7676244317,2025-06-11 15:36:51,CLASSIC,420,1826,Irelia,MIDDLE,False,4,11,4,0.73,16,12050,22675,37031,9919,36,238,12,4,"[3181, 3153, 6333, 0, 1055, 3111, 3364]",8000,8300
KR_7676173656,2025-06-11 14:37:07,CLASSIC,420,2212,Irelia,MIDDLE,True,8,7,8,2.29,18,16591,28274,49136,22727,38,304,12,4,"[0, 3153, 3091, 6333, 3181, 3111, 3364]",8000,8300
KR_7676018989,2025-06-11 12:44:36,CLASSIC,420,1592,Yone,MIDDLE,False,6,7,3,1.29,14,11023,18301,30958,5883,24,176,12,4,"[6631, 3006, 2055, 3153, 6670, 1037, 3364]",8000,8400
KR_7675918108,2025-06-11 11:12:23,CLASSIC,420,1792,TwistedFate,MIDDLE,True,6,6,14,3.33,18,15878,29182,27280,5211,30,236,12,4,"[3100, 6657, 3157, 3094, 3020, 1058, 3363]",8300,8400
KR_7675867466,2025-06-11 10:22:35,CLASSIC,420,995,Diana,MIDDLE,False,2,4,0,0.5,10,5408,11132,11807,693,10,125,12,4,"[3152, 2031, 0, 1001, 1056, 3145, 3364]",8200,8400
KR_7675386461,2025-06-10 16:08:49,CLASSIC,420,1742,Nidalee,TOP,True,5,4,5,2.5,16,12371,32098,43244,20334,27,211,12,4,"[3078, 3047, 6610, 3181, 1055, 1028, 3340]",8400,8300
KR_7675354493,2025-06-10 15:35:54,CLASSIC,420,1278,Nidalee,TOP,True,2,1,2,4.0,14,8846,16637,19225,11358,20,192,12,4,"[3078, 3153, 2055, 3111, 1055, 0, 3340]",8400,8300
KR_7675300836,2025-06-10 14:53:07,CLASSIC,420,1685,TwistedFate,MIDDLE,True,3,4,13,4.0,18,15011,20969,26857,7876,28,250,12,4,"[3100, 3094, 2420, 3111, 1056, 6657, 3363]",8300,8400
